Ticker,Date,Open,High,Low,Close,Volume
AAPL,2025-07-08,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,42848900
META,2025-07-08,721.5700073242188,722.9099731445312,714.8099975585938,720.6699829101562,7770700
NVDA,2025-07-08,159.3300018310547,160.22000122070312,158.38999938964844,160.0,138133000
TSLA,2025-07-08,297.0,304.04998779296875,294.3500061035156,297.80999755859375,103246700
AAPL,2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,48749400
META,2025-07-09,722.719970703125,737.530029296875,722.719970703125,732.780029296875,11418000
NVDA,2025-07-09,161.22000122070312,164.4199981689453,161.16000366210938,162.8800048828125,183656400
TSLA,2025-07-09,297.54998779296875,300.1499938964844,293.54998779296875,295.8800048828125,75586800
AAPL,2025-07-10,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,44443600
META,2025-07-10,731.5499877929688,735.7999877929688,719.5999755859375,727.239990234375,9913600
NVDA,2025-07-10,164.32000732421875,164.5,161.61000061035156,164.10000610351562,167704100
TSLA,2025-07-10,300.04998779296875,310.4800109863281,300.0,309.8699951171875,104365300
AAPL,2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,39765800
META,2025-07-11,722.5,725.1599731445312,709.7000122070312,717.510009765625,10873900
NVDA,2025-07-11,163.72000122070312,167.88999938964844,163.47000122070312,164.9199981689453,193633300
TSLA,2025-07-11,307.8900146484375,314.0899963378906,305.6499938964844,313.510009765625,79236400
AAPL,2025-07-14,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,38840100
META,2025-07-14,717.5999755859375,728.0,716.5499877929688,720.9199829101562,8939400
NVDA,2025-07-14,165.3699951171875,165.49000549316406,162.02000427246094,164.07000732421875,136975800
TSLA,2025-07-14,317.7300109863281,322.6000061035156,312.6700134277344,316.8999938964844,78043400
AAPL,2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,42296300
META,2025-07-15,723.9000244140625,724.469970703125,709.8200073242188,710.3900146484375,11529500
NVDA,2025-07-15,171.19000244140625,172.39999389648438,169.1999969482422,170.6999969482422,230627400
TSLA,2025-07-15,319.67999267578125,321.20001220703125,310.5,310.7799987792969,77556300
AAPL,2025-07-16,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,47490500
META,2025-07-16,713.3699951171875,713.969970703125,699.27001953125,702.9099731445312,13067600
NVDA,2025-07-16,171.05999755859375,171.75,168.89999389648438,171.3699951171875,158831500
TSLA,2025-07-16,312.79998779296875,323.5,312.6199951171875,321.6700134277344,97284800
AAPL,2025-07-17,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,48068100
META,2025-07-17,704.3900146484375,705.9000244140625,697.1099853515625,701.4099731445312,11803300
NVDA,2025-07-17,172.02000427246094,174.16000366210938,170.8300018310547,173.0,160841100
TSLA,2025-07-17,323.1499938964844,324.3399963378906,317.05999755859375,319.4100036621094,73922900
AAPL,2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,48974600
META,2025-07-18,702.1900024414062,704.7100219726562,691.6500244140625,704.280029296875,12779800
NVDA,2025-07-18,173.63999938964844,174.25,171.25999450683594,172.41000366210938,146456400
TSLA,2025-07-18,321.6600036621094,330.8999938964844,321.4200134277344,329.6499938964844,94255000
AAPL,2025-07-21,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,51377400
META,2025-07-21,706.7999877929688,717.0,705.760009765625,712.969970703125,9404400
NVDA,2025-07-21,172.75,173.3800048828125,171.0,171.3800048828125,123126100
TSLA,2025-07-21,334.3999938964844,338.0,326.8800048828125,328.489990234375,75768800
AAPL,2025-07-22,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,46404100
META,2025-07-22,716.1900024414062,716.5999755859375,701.4099731445312,704.8099975585938,8921100
NVDA,2025-07-22,171.33999633789062,171.38999938964844,164.5800018310547,167.02999877929688,193114300
TSLA,2025-07-22,329.739990234375,335.4100036621094,321.54998779296875,332.1099853515625,77370400
AAPL,2025-07-23,215.0,215.14999389648438,212.41000366210938,214.14999389648438,46989300
META,2025-07-23,706.3699951171875,714.6300048828125,704.9299926757812,713.5800170898438,8771600
NVDA,2025-07-23,169.52999877929688,171.25999450683594,167.97000122070312,170.77999877929688,154082200
TSLA,2025-07-23,330.8999938964844,336.20001220703125,328.6700134277344,332.55999755859375,92553800
AAPL,2025-07-24,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,46022600
META,2025-07-24,717.0499877929688,723.6199951171875,714.0,714.7999877929688,10920800
NVDA,2025-07-24,172.44000244140625,173.8300018310547,171.3000030517578,173.74000549316406,128984600
TSLA,2025-07-24,310.0,310.1499938964844,300.4100036621094,305.29998779296875,156966000
AAPL,2025-07-25,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,40268800
META,2025-07-25,716.9199829101562,720.6500244140625,711.9000244140625,712.6799926757812,8271700
NVDA,2025-07-25,173.61000061035156,174.72000122070312,172.9600067138672,173.5,122316800
TSLA,2025-07-25,308.739990234375,323.6300048828125,308.010009765625,316.05999755859375,148227000
AAPL,2025-07-28,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,37858000
META,2025-07-28,715.2000122070312,724.739990234375,712.6799926757812,717.6300048828125,8715700
NVDA,2025-07-28,174.02000427246094,177.0,173.97000122070312,176.75,140023500
TSLA,2025-07-28,318.45001220703125,330.489990234375,315.69000244140625,325.5899963378906,112673800
AAPL,2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,51411700
META,2025-07-29,720.0,724.469970703125,699.9099731445312,700.0,13267000
NVDA,2025-07-29,177.9600067138672,179.3800048828125,175.02000427246094,175.50999450683594,154077500
TSLA,2025-07-29,325.54998779296875,326.25,318.25,321.20001220703125,87358900
AAPL,2025-07-30,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,45512500
META,2025-07-30,708.0900268554688,708.5,691.2000122070312,695.2100219726562,27077300
NVDA,2025-07-30,176.50999450683594,179.88999938964844,176.0399932861328,179.27000427246094,174312200
TSLA,2025-07-30,322.17999267578125,324.45001220703125,311.6199951171875,319.0400085449219,83931900
AAPL,2025-07-31,,,,,
META,2025-07-31,,,,,
NVDA,2025-07-31,,,,,
TSLA,2025-07-31,,,,,
